battery_id,framework_formula,primary_tm,formula_discharge,tm_eneg,tm_ionic_radius,tm_max_oxidation_state,anion_eneg,li_per_fu,spacegroup_number,crystal_system,volume_per_atom,density,polyanion_eneg,structure_prototype,tm_oxidation_discharge,average_voltage,max_delta_volume
mp-757859_Li,Mn3Co(PO4)6,Mn,Li6Mn3Co(PO4)6,1.6325,1.3875,6.0,3.44,6.0,146,5,12.9302,2.9975,2.19,0,2.0,4.445136,0.043847
mp-778315_Li,Mn3Co2Ni3O16,Mn,Li10Mn3Co2Ni3O16,1.7675,1.3687,4.125,3.44,10.0,8,2,11.2367,4.401,0.0,0,2.6667,2.837012,0.113821
mp-753545_Li,Mn3Co2Te3O16,Mn,Li4Mn3Co2Te3O16,1.682,1.38,5.4,3.44,4.0,8,2,12.4656,5.1145,0.0,0,2.0,3.369767,0.119334
mp-758093_Li,Mn3Co3(SbO8)2,Mn,Li4Mn3Co3(SbO8)2,1.715,1.375,5.0,3.44,4.0,1,1,11.4553,5.0803,2.05,0,3.0,3.900253,0.080613
mp-770554_Li,Mn3Co3(SnO8)2,Mn,Li4Mn3Co3(SnO8)2,1.715,1.375,5.0,3.44,4.0,8,2,11.164,5.1751,0.0,0,4.0,4.04026,0.080642
mp-769585_Li,Mn3Co3(TeO8)2,Mn,Li4Mn3Co3(TeO8)2,1.715,1.375,5.0,3.44,4.0,1,1,11.8827,4.9656,0.0,0,2.6667,4.048236,0.06998
mp-754275_Li,Mn3Co5O16,Co,Li4Mn3Co5O16,1.7562,1.3687,4.5,3.44,4.0,8,2,10.0155,4.9426,0.0,0,3.5,4.034897,0.082038
mp-758293_Li,Mn3CoCu2(PO4)6,Mn,Li4Mn3CoCu2(PO4)6,1.6325,1.3875,6.0,3.44,4.0,146,5,11.984,3.5436,2.19,0,3.5,3.983278,0.095162
mp-756482_Li,Mn3CoO8,Mn,Li2Mn3CoO8,1.6325,1.3875,6.0,3.44,2.0,166,5,11.3531,4.2872,0.0,3,4.0,4.385729,0.050173
mp-756806_Li,Mn3Cr(PO4)4,Mn,Li5Mn3Cr(PO4)4,1.5775,1.4,6.75,3.44,5.0,6,2,11.9274,3.4613,2.19,0,2.0,2.74035,0.152454
mp-771092_Li,Mn3Cr(PO4)6,Mn,Li6Mn3Cr(PO4)6,1.5775,1.4,6.75,3.44,6.0,146,5,12.9503,2.9666,2.19,0,3.0,4.259803,0.06018
mp-769581_Li,Mn3Cr2Co3O16,Mn,Li4Mn3Cr2Co3O16,1.7012,1.3813,5.25,3.44,4.0,8,2,10.2928,4.7162,0.0,0,3.4,4.491752,0.112759
mp-752479_Li,Mn3Cr2O10,Mn,Li5Mn3Cr2O10,1.594,1.4,6.6,3.44,5.0,1,1,12.4255,3.8203,0.0,0,3.0,3.38269,0.008667
mp-756838_Li,Mn3Cr3(SbO8)2,Mn,Li4Mn3Cr3(SbO8)2,1.605,1.4,6.5,3.44,4.0,8,2,11.6005,4.8926,2.05,0,3.5,3.934724,0.08332
mp-755961_Li,Mn3Cr3(WO8)2,Mn,Li4Mn3Cr3(WO8)2,1.605,1.4,6.5,3.44,4.0,1,1,11.8156,5.5306,2.36,0,3.3333,3.384494,0.086251
mp-756938_Li,Mn3Cr5O16,Cr,Li10Mn3Cr5O16,1.6187,1.4,6.375,3.44,10.0,8,2,10.8538,4.3398,0.0,0,4.0,2.915701,0.192934
mp-757284_Li,Mn3CrCo2(PO4)6,Mn,Li4Mn3CrCo2(PO4)6,1.6783,1.3833,5.5,3.44,4.0,146,5,12.2006,3.4196,2.19,0,3.0,3.775932,0.069188
mp-772951_Li,Mn3CrO8,Mn,Li2Mn3CrO8,1.5775,1.4,6.75,3.44,2.0,212,7,11.7036,4.0768,0.0,0,4.0,4.251563,0.044263
mp-756349_Li,Mn3Cu(PO4)4,Mn,Li5Mn3Cu(PO4)4,1.55,1.4,7.0,3.44,5.0,6,2,12.0707,3.4865,2.19,0,3.5,3.523565,0.11394
mp-757393_Li,Mn3Cu3(TeO8)2,Mn,Li4Mn3Cu3(TeO8)2,1.55,1.4,7.0,3.44,4.0,8,2,11.634,5.154,0.0,0,3.5,3.987913,0.090866
mp-772496_Li,Mn3CuNi2(PO4)6,Mn,Li4Mn3CuNi2(PO4)6,1.694,1.38,5.0,3.44,4.0,146,5,11.9452,3.5355,2.19,0,3.0,3.7534,0.071289
mp-756513_Li,Mn3CuO8,Mn,Li2Mn3CuO8,1.55,1.4,7.0,3.44,2.0,166,5,11.7536,4.1955,0.0,3,3.1586,4.251078,0.036306
mp-752616_Li,Mn3F8,Mn,Li2Mn3F8,1.55,1.4,7.0,3.98,2.0,9,2,15.2739,3.1311,0.0,0,2.5,4.225965,0.001232
mp-756786_Li,Mn3Fe(PO4)4,Mn,Li4Mn3Fe(PO4)4,1.62,1.4,6.0,3.44,4.0,6,2,12.1471,3.4207,2.19,0,3.0,3.715209,0.061378
mp-774347_Li,Mn3Fe(PO4)6,Mn,Li7Mn3Fe(PO4)6,1.62,1.4,6.0,3.44,7.0,146,5,13.5057,2.8586,2.19,0,2.0,4.110563,0.071721
mp-774451_Li,Mn3Fe2Co3O16,Mn,Li4Mn3Fe2Co3O16,1.7437,1.3813,4.5,3.44,4.0,8,2,10.665,4.6015,0.0,0,3.4,4.155084,0.060707
mp-756766_Li,Mn3Fe2Sb3O16,Mn,Li4Mn3Fe2Sb3O16,1.662,1.4,5.4,3.44,4.0,8,2,12.1503,5.1123,2.05,0,3.3333,3.424569,0.118969
mp-776652_Li,Mn3Fe2Sn(PO4)6,Mn,Li4Mn3Fe2Sn(PO4)6,1.662,1.4,5.4,3.44,4.0,146,5,12.6897,3.5078,2.19,0,2.6667,3.417083,0.072994
mp-775013_Li,Mn3Fe3(SbO8)2,Mn,Li4Mn3Fe3(SbO8)2,1.69,1.4,5.0,3.44,4.0,8,2,11.8082,4.8742,2.05,0,3.0,4.01651,0.080303
mp-757691_Li,Mn3Fe3(TeO8)2,Mn,Li4Mn3Fe3(TeO8)2,1.69,1.4,5.0,3.44,4.0,1,1,12.0552,4.8414,0.0,0,3.0,3.512808,0.085899
mp-771261_Li,Mn3FeO8,Mn,Li2Mn3FeO8,1.62,1.4,6.0,3.44,2.0,5,2,11.9424,4.0399,0.0,0,4.0,4.371535,0.035292
mp-775181_Li,Mn3Nb(PO4)6,Mn,Li6Mn3Nb(PO4)6,1.55,1.4,7.0,3.44,6.0,146,5,13.4268,3.0102,2.19,0,3.5,3.885424,0.085054
mp-763519_Li,Mn3Nb2Co3O16,Mn,Li4Mn3Nb2Co3O16,1.715,1.375,5.0,3.44,4.0,8,2,11.1756,4.8502,1.6,0,3.0,3.790248,0.105329
mp-756399_Li,Mn3Nb2Cr3O16,Mn,Li4Mn3Nb2Cr3O16,1.605,1.4,6.5,3.44,4.0,1,1,11.7875,4.4763,1.6,0,3.0,3.782515,0.069025
mp-755993_Li,Mn3Nb2Fe3O16,Mn,Li4Mn3Nb2Fe3O16,1.69,1.4,5.0,3.44,4.0,8,2,11.8651,4.5143,1.6,0,3.0,3.91822,0.077989
mp-756172_Li,Mn3NbO8,Mn,Li2Mn3NbO8,1.55,1.4,7.0,3.44,2.0,9,2,11.9022,4.4844,1.6,0,4.0,3.679168,0.079249
mp-756391_Li,Mn3Ni(PO4)4,Mn,Li4Mn3Ni(PO4)4,1.64,1.3875,5.75,3.44,4.0,6,2,11.7158,3.5634,2.19,0,3.0,4.036426,0.079464
mp-756438_Li,Mn3Ni3(TeO8)2,Mn,Li4Mn3Ni3(TeO8)2,1.73,1.375,4.5,3.44,4.0,8,2,11.3751,5.1828,0.0,0,3.0,4.182798,0.091346
mp-771112_Li,Mn3NiO8,Mn,Li2Mn3NiO8,1.64,1.3875,5.75,3.44,2.0,212,7,11.2447,4.3256,0.0,0,3.0,4.714857,0.053192
mp-33461_Li,Mn3O8,Mn,Li5Mn3O8,1.55,1.4,7.0,3.44,5.0,166,5,12.9736,3.4071,0.0,3,3.1586,3.621451,0.028049
mp-759176_Li,Mn3OF6,Mn,Li2Mn3OF6,1.55,1.4,7.0,3.98,2.0,2,1,14.3673,3.4073,0.0,0,2.5,3.684859,0.049237
mp-759751_Li,Mn3OF8,Mn,Li4Mn3OF8,1.55,1.4,7.0,3.98,4.0,7,2,14.0196,3.2849,0.0,0,3.0,3.625441,0.09309
mp-1013917_Li,Mn3P3O13,Mn,LiMn3P3O13,1.55,1.4,7.0,3.44,1.0,11,2,12.5675,3.2388,2.19,0,3.5,4.711667,0.020743
mp-769612_Li,Mn3P6WO24,Mn,Li6Mn3P6WO24,1.55,1.4,7.0,3.44,6.0,146,5,13.3087,3.3706,2.19,0,2.0,3.673915,0.091228
mp-26035_Li,Mn3P8O29,Mn,Li9Mn3P8O29,1.55,1.4,7.0,3.44,9.0,15,2,14.5608,2.4992,2.19,4,3.0,4.897375,0.018969
mp-753896_Li,Mn3Sb(PO4)4,Mn,Li4Mn3Sb(PO4)4,1.55,1.4,7.0,3.44,4.0,6,2,13.0081,3.5448,2.19,0,2.0,3.106595,0.060112
mp-775275_Li,Mn3Sb(PO4)6,Mn,Li6Mn3Sb(PO4)6,1.55,1.4,7.0,3.44,6.0,146,5,13.2288,3.1617,2.19,0,3.1586,3.908013,0.080261
mp-763186_Li,Mn3SbO8,Mn,Li2Mn3SbO8,1.55,1.4,7.0,3.44,2.0,186,6,11.7238,4.8933,2.05,0,3.0,3.903641,0.096963
mp-767709_Li,Mn3Si3O10,Mn,Li2Mn3Si3O10,1.55,1.4,7.0,3.44,2.0,15,2,12.412,3.4204,1.9,4,2.0,3.259698,0.055798
mp-756099_Li,Mn3Sn(PO4)4,Mn,Li4Mn3Sn(PO4)4,1.55,1.4,7.0,3.44,4.0,6,2,12.71,3.6114,2.19,0,2.5,3.209133,0.08376
mp-776373_Li,Mn3Sn(PO4)6,Mn,Li6Mn3Sn(PO4)6,1.55,1.4,7.0,3.44,6.0,146,5,13.2042,3.1564,2.19,0,2.5,4.116926,0.060295
mp-772482_Li,Mn3Sn3(TeO8)2,Mn,Li4Mn3Sn3(TeO8)2,1.55,1.4,7.0,3.44,4.0,8,2,13.3693,5.3415,0.0,0,2.5,3.292507,0.100191
mp-756918_Li,Mn3SnO8,Mn,Li2Mn3SnO8,1.55,1.4,7.0,3.44,2.0,166,5,12.5835,4.5254,0.0,3,3.1586,3.905929,0.051951
mp-755971_Li,Mn3TeO8,Mn,Li2Mn3TeO8,1.55,1.4,7.0,3.44,2.0,166,5,13.115,4.4358,0.0,3,3.1586,3.985719,0.062525
mp-756523_Li,Mn3V(PO4)4,Mn,Li4Mn3V(PO4)4,1.57,1.3875,6.5,3.44,4.0,6,2,12.2229,3.3717,2.19,0,3.0,3.465227,0.063854
mp-752805_Li,Mn3V(PO4)6,Mn,Li6Mn3V(PO4)6,1.57,1.3875,6.5,3.44,6.0,146,5,13.0615,2.9374,2.19,0,3.0,3.96502,0.049078
mp-756676_Li,Mn3V2Co3O16,Mn,Li4Mn3V2Co3O16,1.6938,1.3687,5.0,3.44,4.0,8,2,10.3581,4.6724,0.0,0,3.25,4.044357,0.132938
mp-756863_Li,Mn3V2O10,Mn,Li5Mn3V2O10,1.582,1.38,6.2,3.44,5.0,2,1,12.8512,3.6756,0.0,0,3.0,3.115284,0.005481
mp-753718_Li,Mn3V3(TeO8)2,Mn,Li4Mn3V3(TeO8)2,1.59,1.375,6.0,3.44,4.0,1,1,13.5312,4.2381,0.0,0,3.0,3.340922,0.000284
mp-771315_Li,Mn3VO8,Mn,Li2Mn3VO8,1.57,1.3875,6.5,3.44,2.0,186,6,10.8398,4.3882,0.0,0,4.0,3.545538,0.112956
mp-26393_Li,Mn4(PO4)3,Mn,LiMn4(PO4)3,1.55,1.4,7.0,3.44,1.0,62,3,12.6536,3.4857,2.19,1,2.0,4.447854,0.008446
mp-755442_Li,Mn4CoO8,Mn,Li3Mn4CoO8,1.616,1.39,6.2,3.44,3.0,12,2,11.6634,4.4538,0.0,4,3.0,3.177038,0.038954
mp-754200_Li,Mn4CrO8,Mn,Li3Mn4CrO8,1.572,1.4,6.8,3.44,3.0,12,2,12.0861,4.2247,0.0,4,3.3333,2.799588,0.021748
mp-756377_Li,Mn4FeO8,Mn,Li3Mn4FeO8,1.606,1.4,6.2,3.44,3.0,12,2,11.8624,4.3458,0.0,4,2.6667,2.931682,0.0532
mp-756351_Li,Mn4NiO8,Mn,Li3Mn4NiO8,1.622,1.39,6.0,3.44,3.0,12,2,11.4744,4.5245,0.0,4,2.3333,3.228568,0.033451
mp-754014_Li,Mn4OF8,Mn,Li2Mn4OF8,1.55,1.4,7.0,3.98,2.0,9,2,14.9044,3.323,0.0,0,2.5,3.598359,0.036269
mp-540414_Li,Mn4P7O24,Mn,LiMn4P7O24,1.55,1.4,7.0,3.44,1.0,2,1,12.9256,3.0119,2.19,0,3.5,4.367287,0.02902
mp-766688_Li,Mn4Si4O13,Mn,Li2Mn4Si4O13,1.55,1.4,7.0,3.44,2.0,2,1,12.1327,3.52,1.9,0,2.5,3.415808,0.042007
mp-756860_Li,Mn5(CuO6)2,Mn,Li3Mn5(CuO6)2,1.55,1.4,7.0,3.44,3.0,5,2,11.7581,4.4135,0.0,0,3.5,3.275344,0.022984
mp-758305_Li,Mn5(FeO6)2,Mn,Li4Mn5(FeO6)2,1.63,1.4,5.8571,3.44,4.0,4,2,11.8422,4.2685,0.0,0,3.3333,3.234838,0.034379
mp-758838_Li,Mn5(NiO6)2,Mn,Li5Mn5(NiO6)2,1.6529,1.3857,5.5714,3.44,5.0,4,2,11.7662,4.3383,0.0,0,3.0,2.977037,0.006905
mp-540042_Li,Mn5(P2O7)4,Mn,LiMn5(P2O7)4,1.55,1.4,7.0,3.44,1.0,2,1,13.7972,2.8487,2.19,0,3.5,4.485988,0.009687
mp-25857_Li,Mn5(P3O11)2,Mn,Li4Mn5(P3O11)2,1.55,1.4,7.0,3.44,4.0,14,2,13.4957,3.0295,2.19,0,2.0,3.743411,0.028521
mp-774707_Li,Mn5(SeO3)8,Mn,Li5Mn5(SeO3)8,1.55,1.4,7.0,3.44,5.0,2,1,15.4244,3.7545,0.0,0,2.5,4.140256,0.041452
mp-760813_Li,Mn5Co(PO4)6,Mn,Li4Mn5Co(PO4)6,1.605,1.3917,6.3333,3.44,4.0,146,5,12.2282,3.4079,2.19,0,2.3333,3.673781,0.078811
mp-756965_Li,Mn5Co3O16,Mn,Li4Mn5Co3O16,1.6738,1.3813,5.5,3.44,4.0,8,2,10.2308,4.7846,0.0,0,4.0,3.968537,0.091691
mp-755555_Li,Mn5CoO12,Mn,Li4Mn5CoO12,1.605,1.3917,6.3333,3.44,4.0,12,2,11.7456,4.1283,0.0,4,4.0,3.24019,0.112606
mp-759645_Li,Mn5Cr(PO4)6,Mn,Li4Mn5Cr(PO4)6,1.5683,1.4,6.8333,3.44,4.0,146,5,12.4376,3.3248,2.19,0,2.6667,3.46004,0.071671
mp-769505_Li,Mn5Cr3O16,Mn,Li7Mn10Cr6O32,1.5913,1.4,6.625,3.44,7.0,1,1,11.7309,4.05,0.0,0,3.3333,4.561429,0.030534
mp-773506_Li,Mn5Cu(PO4)6,Mn,Li4Mn5Cu(PO4)6,1.55,1.4,7.0,3.44,4.0,146,5,12.3708,3.3858,2.19,0,3.5,3.7377,0.068988
mp-771947_Li,Mn5Fe(PO4)6,Mn,Li4Mn5Fe(PO4)6,1.5967,1.4,6.3333,3.44,4.0,146,5,12.4594,3.3333,2.19,0,3.0,3.457183,0.067239
mp-759959_Li,Mn5Fe3O16,Mn,Li10Mn5Fe3O16,1.655,1.4,5.5,3.44,10.0,8,2,11.0139,4.3862,0.0,0,2.6667,3.031811,0.194442
mp-774685_Li,Mn5FeO12,Mn,Li3Mn5FeO12,1.5967,1.4,6.3333,3.44,3.0,15,2,11.8788,4.058,0.0,4,3.3333,4.193872,0.037827
mp-772291_Li,Mn5Ni(PO4)6,Mn,Li4Mn5Ni(PO4)6,1.61,1.3917,6.1667,3.44,4.0,146,5,12.3821,3.3647,2.19,0,3.0,3.675397,0.063098
mp-756534_Li,Mn5Ni3O16,Mn,Li6Mn5Ni3O16,1.685,1.3813,5.125,3.44,6.0,8,2,11.3187,4.3203,0.0,0,3.5,3.201151,0.01538
mp-753964_Li,Mn5NiO12,Mn,Li4Mn5NiO12,1.61,1.3917,6.1667,3.44,4.0,12,2,11.8115,4.1034,0.0,4,3.3333,3.462583,0.098209
mp-675534_Li,Mn5O12,Mn,Li4Mn5O12,1.55,1.4,7.0,3.44,4.0,15,2,12.3718,3.6846,0.0,4,3.1586,4.813534,0.002108
mp-754132_Li,Mn5O3F5,Mn,LiMn5O3F5,1.55,1.4,7.0,3.98,1.0,8,2,14.3545,3.7167,0.0,0,2.5,2.651704,0.012391
mp-753411_Li,Mn5O7F,Mn,LiMn5O7F,1.55,1.4,7.0,3.98,1.0,160,5,12.103,4.2816,0.0,0,2.5,3.704208,0.025956
mp-752536_Li,Mn5O8,Mn,Li3Mn5O8,1.55,1.4,7.0,3.44,3.0,166,5,12.2833,4.1875,0.0,3,3.1586,2.824517,0.001442
mp-754023_Li,Mn5OF11,Mn,Li3Mn5OF11,1.55,1.4,7.0,3.98,3.0,1,1,15.0378,3.2456,0.0,0,2.0,3.790153,0.04153
mp-771110_Li,Mn5P6WO24,Mn,Li4Mn5P6WO24,1.55,1.4,7.0,3.44,4.0,146,5,13.2177,3.5887,2.19,0,2.0,3.070849,0.048053
mp-772211_Li,Mn5Sb(PO4)6,Mn,Li4Mn5Sb(PO4)6,1.55,1.4,7.0,3.44,4.0,146,5,12.9003,3.455,2.19,0,2.5,3.076132,0.072622
mp-756961_Li,Mn5Sb3O16,Mn,Li4Mn5Sb3O16,1.55,1.4,7.0,3.44,4.0,8,2,12.2267,5.0701,2.05,0,2.5,3.647357,0.115463
mp-760026_Li,Mn5SbO12,Mn,Li6Mn5SbO12,1.55,1.4,7.0,3.44,6.0,12,2,14.4833,3.7481,2.05,4,2.5,2.69033,0.00352
mp-774344_Li,Mn5Sn(PO4)6,Mn,Li4Mn5Sn(PO4)6,1.55,1.4,7.0,3.44,4.0,146,5,12.8502,3.4575,2.19,0,2.5,3.344648,0.069641
mp-756595_Li,Mn5SnO12,Mn,Li4Mn5SnO12,1.55,1.4,7.0,3.44,4.0,12,2,13.5454,3.9869,0.0,4,3.5,3.180587,0.020185
mp-771044_Li,Mn5Te3O16,Mn,Li4Mn5Te3O16,1.55,1.4,7.0,3.44,4.0,1,1,12.8945,4.9015,0.0,0,2.5,3.403298,0.103963
mp-772144_Li,Mn5V(PO4)6,Mn,Li4Mn5V(PO4)6,1.5633,1.3917,6.6667,3.44,4.0,146,5,12.6012,3.2778,2.19,0,3.0,3.32525,0.066604
mp-755304_Li,Mn6O5F7,Mn,LiMn6O5F7,1.55,1.4,7.0,3.98,1.0,5,2,11.8696,4.2173,0.0,0,2.5,2.94368,0.053446
mp-26005_Li,Mn6P7O24,Mn,LiMn6P7O24,1.55,1.4,7.0,3.44,1.0,11,2,12.3587,3.3788,2.19,0,2.0,3.967336,0.026426
mp-26065_Li,Mn6PO12,Mn,LiMn6PO12,1.55,1.4,7.0,3.44,1.0,142,4,11.3446,4.2571,2.19,0,3.0,4.869062,0.020353
mp-753079_Li,Mn7(OF3)3,Mn,LiMn7(OF3)3,1.55,1.4,7.0,3.98,1.0,1,1,13.7066,3.8484,0.0,0,2.0,3.273995,0.013302
mp-778008_Li,Mn7(P2O7)4,Mn,Li2Mn7(P2O7)4,1.55,1.4,7.0,3.44,2.0,20,3,12.0383,3.4656,2.19,0,2.5,3.460639,0.044321
mp-770696_Li,Mn7(PO4)6,Mn,Li4Mn7(PO4)6,1.55,1.4,7.0,3.44,4.0,2,1,11.8289,3.621,2.19,0,2.5,3.324191,0.105651
mp-758047_Li,Mn7Co(PO4)12,Mn,Li8Mn7Co(PO4)12,1.5913,1.3937,6.5,3.44,8.0,1,1,12.3244,3.1369,2.19,0,3.1586,4.827142,0.065756
mp-776829_Li,Mn7Cr(PO4)12,Mn,Li8Mn7Cr(PO4)12,1.5637,1.4,6.875,3.44,8.0,1,1,12.4846,3.0831,2.19,0,3.3333,4.898539,0.062513
mp-773028_Li,Mn7Cr12O48,Cr,Li9Mn7Cr12O48,1.6195,1.4,6.3684,3.44,9.0,1,1,13.3503,3.298,0.0,0,4.3333,4.247999,0.041313
mp-1176532_Li,Mn7Cu(PO4)12,Mn,Li8Mn7Cu(PO4)12,1.55,1.4,7.0,3.44,8.0,1,1,12.6951,3.0542,2.19,0,3.1586,4.905423,0.042257
mp-753570_Li,Mn7F16,Mn,Li2Mn7F16,1.55,1.4,7.0,3.98,2.0,148,5,14.3892,3.4547,0.0,5,2.0,3.640529,0.02017
mp-753607_Li,Mn7F18,Mn,Li2Mn7F18,1.55,1.4,7.0,3.98,2.0,2,1,15.6502,3.0835,0.0,0,2.5,3.907816,0.015932
mp-776668_Li,Mn7Fe(PO4)12,Mn,Li8Mn7Fe(PO4)12,1.585,1.4,6.5,3.44,8.0,1,1,12.5904,3.0646,2.19,0,3.3333,4.869685,0.052645
mp-775954_Li,Mn7Fe3O20,Mn,Li5Mn7Fe3O20,1.634,1.4,5.8,3.44,5.0,12,2,11.9903,4.0259,0.0,4,3.3333,4.447895,0.037473
mp-776750_Li,Mn7Nb(PO4)12,Mn,Li8Mn7Nb(PO4)12,1.55,1.4,7.0,3.44,8.0,1,1,12.617,3.1299,2.19,0,3.1586,4.699466,0.075482
mp-776162_Li,Mn7Ni(PO4)12,Mn,Li8Mn7Ni(PO4)12,1.595,1.3937,6.375,3.44,8.0,1,1,12.572,3.0746,2.19,0,3.0,4.963822,0.052617
mp-754430_Li,Mn7O12,Mn,LiMn7O12,1.55,1.4,7.0,3.44,1.0,204,7,10.5448,4.7786,0.0,0,3.5,3.342296,0.018822
mp-757896_Li,Mn7O16,Mn,Li7Mn14O32,1.55,1.4,7.0,3.44,7.0,166,5,12.115,3.8173,0.0,3,3.1586,4.526761,0.005689
mp-776832_Li,Mn7Sb(PO4)12,Mn,Li8Mn7Sb(PO4)12,1.55,1.4,7.0,3.44,8.0,1,1,12.5151,3.2117,2.19,0,3.1586,4.706164,0.082017
mp-778765_Li,Mn7Sn(PO4)12,Mn,Li8Mn7Sn(PO4)12,1.55,1.4,7.0,3.44,8.0,1,1,12.7262,3.1526,2.19,0,3.1586,4.817583,0.06013
mp-772136_Li,Mn7V(PO4)12,Mn,Li12Mn7V(PO4)12,1.56,1.3937,6.75,3.44,12.0,1,1,12.4141,3.0985,2.19,0,3.1586,4.47534,0.098965
mp-504117_Li,Mn9(P2O7)8,Mn,Li14Mn9(P2O7)8,1.55,1.4,7.0,3.44,14.0,2,1,13.9247,2.7766,2.19,0,3.1586,4.188218,0.021789
mp-25923_Li,Mn9(PO4)8,Mn,Li6Mn9(PO4)8,1.55,1.4,7.0,3.44,6.0,2,1,13.2055,3.2186,2.19,0,2.0,3.700166,0.016971
mp-770905_Li,MnAsCO7,Mn,Li3MnAsCO7,1.55,1.4,7.0,3.44,3.0,4,2,14.8529,2.8382,2.18,0,4.0,3.629207,0.016057
mp-771037_Li,MnBAsO7,Mn,Li3MnBAsO7,1.55,1.4,7.0,3.44,3.0,11,2,14.4565,2.9022,2.04,0,3.0,3.519553,0.01652
mp-19131_Li,MnBO3,Mn,LiMnBO3,1.55,1.4,7.0,3.44,1.0,174,6,12.5264,3.0157,2.04,0,2.0,4.069229,0.007151
mp-757046_Li,MnBPO7,Mn,Li3MnBPO7,1.55,1.4,7.0,3.44,3.0,11,2,13.6856,2.5325,2.04,0,3.0,3.607139,0.014011
mp-758407_Li,MnCO5,Mn,Li2MnCO5,1.55,1.4,7.0,3.44,2.0,26,3,11.6608,2.9894,0.0,0,3.1586,4.789042,0.005251
mp-754499_Li,MnCSO7,Mn,Li2MnCSO7,1.55,1.4,7.0,3.44,2.0,11,2,13.9056,2.5198,2.58,0,3.0,4.264617,0.080579
mp-755452_Li,MnCo(PO4)2,Mn,Li5Mn2Co2(PO4)4,1.715,1.375,5.0,3.44,5.0,11,2,11.8182,3.5573,2.19,0,2.0,3.3465,0.119409
mp-757104_Li,MnCo3(PO4)4,Co,Li4MnCo3(PO4)4,1.7975,1.3625,4.0,3.44,4.0,6,2,11.6982,3.6175,2.19,0,2.0,4.210763,0.055707
mp-757572_Li,MnCo3O8,Co,Li2MnCo3O8,1.7975,1.3625,4.0,3.44,2.0,212,7,10.8442,4.5904,0.0,0,3.0,4.518617,0.028279
mp-755620_Li,MnCo5O12,Co,Li4MnCo5O12,1.825,1.3583,3.6667,3.44,4.0,12,2,11.0678,4.5143,0.0,4,4.0,4.214901,0.079448
mp-757355_Li,MnCr(PO4)2,Mn,Li2MnCr(PO4)2,1.605,1.4,6.5,3.44,2.0,11,2,11.6993,3.5114,2.19,0,2.0,3.219441,0.110906
mp-774249_Li,MnCr2O6,Cr,Li3MnCr2O6,1.6233,1.4,6.3333,3.44,3.0,8,2,12.2267,3.8469,0.0,0,3.0,3.400616,0.021699
mp-768041_Li,MnCr3(PO4)4,Cr,Li4MnCr3(PO4)4,1.6325,1.4,6.25,3.44,4.0,6,2,11.5766,3.5311,2.19,0,2.0,2.921545,0.121907
mp-767775_Li,MnCr3(PO4)6,Cr,Li6MnCr3(PO4)6,1.6325,1.4,6.25,3.44,6.0,146,5,13.3664,2.8528,2.19,0,3.0,4.339962,0.008521
mp-754425_Li,MnCr3O8,Cr,Li4MnCr3O8,1.6325,1.4,6.25,3.44,4.0,12,2,12.3778,3.789,0.0,4,3.3333,3.300582,0.006411
mp-755443_Li,MnCrO4,Mn,Li2MnCrO4,1.605,1.4,6.5,3.44,2.0,12,2,11.9375,3.9629,0.0,4,3.0,3.497716,0.048077
mp-765574_Li,MnCu(PO4)2,Mn,Li2MnCu(PO4)2,1.55,1.4,7.0,3.44,2.0,11,2,13.1048,3.2568,2.19,0,2.0,3.864876,0.042973
mp-753744_Li,MnCu3(PO4)4,Mn,Li4MnCu3(PO4)4,1.55,1.4,7.0,3.44,4.0,6,2,11.7803,3.6735,2.19,0,2.0,4.128802,0.046537
mp-756390_Li,MnCu3O8,Mn,Li4MnCu3O8,1.55,1.4,7.0,3.44,4.0,166,5,12.1089,4.2691,0.0,3,4.0,3.32925,0.006649
mp-757118_Li,MnF3,Mn,LiMn2F6,1.55,1.4,7.0,3.98,1.0,136,4,13.7114,3.389,0.0,0,3.1586,4.543795,0.003775
mp-756952_Li,MnF8,Mn,Li5MnF8,1.55,1.4,7.0,3.98,5.0,3,2,16.6847,2.2882,0.0,0,4.0,4.519855,0.019159
mp-761246_Li,MnFe(PO4)2,Mn,Li2MnFe(PO4)2,1.69,1.4,5.0,3.44,2.0,31,3,12.1735,3.4184,2.19,0,2.0,3.648223,0.053671
mp-767440_Li,MnFe2(PO4)3,Fe,Li2MnFe2(PO4)3,1.7367,1.4,4.3333,3.44,2.0,167,5,12.5623,3.3159,2.19,5,2.3333,3.401287,0.044272
mp-756609_Li,MnFe3(PO4)4,Fe,Li4MnFe3(PO4)4,1.76,1.4,4.0,3.44,4.0,6,2,12.0747,3.4516,2.19,0,3.0,3.564185,0.050084
mp-753888_Li,MnFe3O8,Fe,Li4MnFe3O8,1.76,1.4,4.0,3.44,4.0,12,2,12.3147,3.9381,0.0,4,3.5,3.581336,0.029007
mp-766418_Li,MnFe7(PO4)8,Fe,Li8MnFe7(PO4)8,1.795,1.4,3.5,3.44,8.0,6,2,12.0592,3.4586,2.19,0,3.0,3.525725,0.046634
mp-760077_Li,MnFeCo(PO4)3,Mn,Li3MnFeCo(PO4)3,1.7533,1.3833,4.3333,3.44,3.0,6,2,11.9712,3.5035,2.19,0,3.0,3.915466,0.056794
